,A5S03,A5S04,A502N,A502S,A505S,A506N,A506S,A509N,A509S,KW01,KW1S05,KW1S08,KW1S11,KW1S15,KW1S21,KW12,KW23,KW34,KW45,KW56,KW67,KW78,KW89,KW101N,KW101S,KW910,PRZ12,PRZ23,PRZ34,PRZ45,PRZ56,PRZ67,PRZ78,PRZ89,PRZ910,PRZ1015,PRZ1520,WS01,WS12,WS23,WS34,WS45,WS56,WS67,WS78,WS89,WS910,WS1015,WS1520
A502S_k141_1202435_dvf_38772,0,0.04050625,0,59.215332,0.019687697,0,0,0,0.10382089,0,0.057918448,0,0.10537667,0.9965115,0,0,0,0,0,0,0,0.02327602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_3179456_dvf_44781,0.58952683,16.4307,0,153.39604,5.522864,0.18850698,0.17634846,0,79.86686,12.705451,1.7927402,0.81172985,7.0480237,5.0569277,2.27711,20.062223,14.259258,21.24562,3.9661326,6.2334695,3.4530365,64.50877,2.7423465,0,0.21347457,0.010269077,0.86809814,0.7795275,0.3384227,0.007646319,0.03912067,0.021768859,0,0,0,0,0,0.22218399,2.2463338,0.57183814,1.0632837,0.7755955,0.38049215,0,0.030680716,0.031353537,0.057151884,0.029330486,0
A502S_k141_364370_dvf_34597,0.083459735,0.034045763,0,76.90551,0.04412703,0,0.8217306,0,0.29087374,0.07276743,0.29208493,0,0.059046507,0.6049148,0,0,0,0,0,0,0,0,0,0,0,0,0.26869467,0,0,0,0,0,0,0,0,0,0,0,0.030287152,0.031274572,0.036700606,0,0,0,0,0,0,0,0
A502S_k141_4026530_dvf_22702,0.09084965,0.34589648,0,61.83717,0,0,0.34785745,0,0.3546246,0,0.12364627,0.13160415,0,0.14182578,0.34147656,0.26324093,0.08082531,0.08432235,0,0.041540127,0.061921038,0,0,0,0.28072727,0,0.11167654,0.14785218,0,0,0,0,0,0,0,0,0,0,0.04615649,0.07943546,0,0.14999084,0.016678726,0,0,0,0,0.028928038,0
A502S_k141_4026534_dvf_16509,0.59966385,0.26160872,0,72.956635,0.13871187,0,0.19133951,0,0.24382721,0.15249467,0.40807086,1.0255116,0.49496204,0.61759084,0.18060549,0.7239803,0.11114519,0.11595408,0.15591618,0,0,0.109329194,0,0,0.6755632,0,0,0.08132631,0,0,0.021223122,0,0,0,0,0,0,0.60267866,0.06347111,0.043693595,0.038455714,0,0,0,0,0,0,0,0
A502S_k141_1777683_dvf_44875,0.091920614,0.02624805,0,105.20391,0.017010171,0,0.035195813,0,0.1794025,0,0.075062305,0.033288885,0.06828408,0.05979069,0.026577078,0,0.04088905,0,0,0,0,0,0,0,0.03550457,0,0,0,0,0,0,0,0,0,0,0,0,0.0739062,0.09340119,0.016074374,0.056589674,0.030351797,0.01687534,0,0,0,0,0,0
A502S_k141_2346035_dvf_12985,0,0,0,49.477634,0,0,0,0,4.1849933,0,0.086469546,0.15339121,0,0.6198939,0,0,0,0.29484573,0,0.14525127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_1219353_dvf_15132,0,0,0,66.175156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_2348100_dvf_39046,0.031692907,0.030166503,0,67.91575,0.43008992,0,0,0,0.15463851,0,0.15815803,0.2423034,0,0.6596791,0.42762506,0,0,0,0,0,0,0,0,0,0.8160977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018474046,0,0,0,0,0,0,0,0,0
A502S_k141_944685_dvf_10524,5.252201,7.685403,0,22.524536,10.227074,0,103.40317,0.1368515,28.686882,3.1098394,18.030632,8.090917,7.958582,1.1217858,6.9695697,2.2714162,3.4870696,2.000869,0.08152858,0.17921777,0.06678693,0.17150472,0,0.062449783,22.254877,0,0.80301553,0.4465181,0.073847845,0.03253609,0.06658543,0,0,0,0,0,0,1.5757035,3.48485,0.54833716,2.352694,0.19413297,0.17989379,0,0,0,0.24318877,0.06240254,0
A502S_k141_1509088_dvf_37082,0.99002063,0.95292693,0,85.69191,0.7204735,0,0.80925596,0,1.1398011,1.4257113,1.6956257,0.95340544,0.57844067,1.5773621,1.1900091,1.3967106,1.9792849,2.116545,0.18510474,0.22888179,0.11372618,0.17035772,0,0,0.42966062,0,0.045579717,0.10862005,0.010479136,0,0,0,0,0,0,0,0,0.6260661,0.53689253,0.5349437,0.29104987,0.22038244,0.3063269,0,0,0,0,0.035420112,0
A502S_k141_2916086_dvf_12967,0,0,0,51.824306,0,0,0,0,0.15521492,0,0.21647394,0,0,0.082767256,0.045987755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026406249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_4337511_dvf_25696,0.17658125,0,0,101.47611,0.53471214,0,0,0,0,0,0.9176116,0,0,1.2530078,0.18565479,0,0,0,0,0.03670003,0,0.10536167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9967406,0.011878279
A502S_k141_1227647_dvf_41181,0,0,0,769.4907,0,0,0,0,0.6842331,0,0.013632585,0,0.024803089,0,0,0,0,0.046484686,0,0.022899976,0,0,0,0,0.69640887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_3492102_dvf_11426,0,0,0,39.553856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16668966,0.17880757,0.39766192,0,0,0,0,0,0
A502S_k141_116092_dvf_16308,15.454604,15.914062,0,32.46759,21.718527,0.03787546,33.219177,0.05740412,43.936176,16.981163,31.36121,49.922867,37.32916,52.15508,46.73173,18.93334,18.227444,17.490103,5.2612624,5.9561887,1.2067842,2.4902258,0.6927926,0.26195362,48.26307,0.056396805,4.508409,3.3343117,1.0722609,0.39893222,0.62305635,0.23910506,0,0,0,0.23483777,0,35.792934,16.127605,9.001238,15.805455,6.2222066,3.0647864,0,0.042123903,0,1.8832366,2.7383647,0.08422303
A502S_k141_2090363_dvf_20191,0.020429585,0.7389347,0,52.483852,0.5292774,0,0.078223564,0,2.5917222,0,0.38926497,2.0962522,6.2728734,2.2059126,4.1938434,0,0.27263078,0.18961774,0.3824506,0.3736492,0.034810837,0,0.012164332,0,0,0,0.4185496,0.4987183,0.19245571,0.06783415,0.08676453,0,0,0,0,0,0,2.6281338,3.3213835,3.8405125,6.0684967,7.588983,6.9385843,0,0.068045825,0,0,0.6505119,0.02267527
A502S_k141_1244696_dvf_36764,1.424946,2.6058376,0,116.94484,0.8097575,0,1.2029033,0,2.1350832,0.13695651,2.9013891,1.124185,0.8890576,0.5254698,1.1516414,0.054184306,0.099820256,0.46862617,0.16336763,0.025651287,0.09559156,0.024547324,0.033403605,0,0.65006566,0,0.022986984,0.01825993,0,0.018627452,0,0,0,0,0,0,0,0.18042326,0.19951344,0.10791417,0.18995538,0.037048113,0.07209452,0,0,0,0.0348074,0.08931622,0.008302259
A502S_k141_123243_dvf_17519,0.28254613,0.8740485,0,75.70571,0.6100028,0,0.36061692,0,0.8041956,1.5807341,0.89727145,0.85269636,0.87455,1.4090182,0.74885046,2.0467248,1.8852748,0.3278074,0.09795157,0.21531911,0.24072117,0,0,0,1.1822864,0,0.048238683,0,0.06654273,0,0,0,0,0,0,0.012859096,0,0.5679332,0.41868326,0.12352376,0.36238676,0.19436567,0.02161313,0,0,0,0,0.187432,0.017422471
A502S_k141_5484393_dvf_42351,3.1362422,5.6737213,0,86.31239,4.830413,0.08264615,5.0346065,0,7.3661575,4.5772276,7.197991,5.7259526,6.5359435,5.739877,6.77272,2.5869932,2.729533,2.8024304,0.32415074,0.6012181,0.36511642,0.6392703,0.09858965,0,5.229255,0.04343317,1.01768,1.125425,0.412893,0.08085047,0.30610335,0,0,0.018647738,0,0.010638639,0,1.0180403,5.072091,0.7579401,2.1286602,0.88441867,0.80464786,0,0.016220553,0,0.51366454,0.31013402,0.06486313
A502S_k141_5484713_dvf_17408,0,0,0,46.96025,0,0,0,0,0,0,0,0,0,0,1.027671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_5194197_dvf_38902,0.06362045,0.010092722,0,119.00301,0,0,0.040599763,0,0,0.06471479,0.072156124,0.23040028,0,0.041382562,0.12263086,0,0.047167137,0.09841581,0,0.024241528,0,0,0,0,0.16382371,0,0.021723652,0.03451278,0,0,0,0,0,0,0,0,0,0.08525373,0.026935494,0,0.16319609,0.17506,0,0,0,0,0,0,0
A502S_k141_2661463_dvf_20554,0.14048149,0.8404979,0,49.868324,0.18568926,0,0,0,0,0,0.16388153,0,0.1987771,0.28718677,0.2611126,0.096916996,0,0.09313448,0,0,0,0,0,0,1.2402588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030887682,0,0,0,0,0,0,0,0
A502S_k141_2947612_dvf_10147,0,0,0,41.33732,0,0,0,0,0,0,0.055327043,0.09814649,0.100661874,0.15865421,0,0,0.36166278,0,0,0,0,0,0,0,0,0,0.08328506,0,0.07659157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_3803098_dvf_11207,0,0.035034094,0,41.051624,0,0,0,0,0,0,0,0,0.091140896,0,0,0,0,0,0,0,0,0,0,0,0.14216717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_990321_dvf_10506,0.70672834,0.11211511,0,49.203075,0,0,0,0,1.5325885,0,2.6183867,0,0,0.10215524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_150371_dvf_14900,0,0.13175406,0,64.975266,0.102460586,0,0.530004,0,0,0,0,0,0.8911683,0.10804459,0.12006507,0,0,0,0.23033738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_1841039_dvf_20711,4.6007466,8.322307,0,57.72679,0.22113796,0,0,0,0.58307326,0,13.119564,7.4051194,0.19727024,0,20.212393,0,0,0,0,0,0,0,0,0,7.7697854,0,0,0,0,0,0,0,0,0,0,0,0,0.16013426,0.050593626,0.034828715,0,0.065763935,0,0,0,0,0,0,0
A502S_k141_3543781_dvf_14520,3.0113182,5.9218545,0,50.807808,0.105142064,0,0.10877494,0,0.55445504,0,13.880431,6.412944,0.56276363,0.1108722,18.029331,0,0,0,0,0,0,0,0,0,3.4016042,0,0.46561626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30606458,0,0,0,0,0,0,0,0
A502S_k141_3254306_dvf_10937,3.0549505,2.2616353,0,46.31882,5.8626533,0,2.0217397,0,7.360965,3.682962,6.211011,9.879705,5.6968436,11.235834,6.59734,6.1926565,3.5231614,3.675597,0.7060492,0.77602583,0.77117926,0.33005682,0.0898272,0,12.091177,0,0.07726923,0.12275909,0.07105922,0,0.32035524,0.044565756,0,0,0,0,0,1.2129617,1.7245315,0.59358484,1.1609498,0.9962782,0.2769611,0,0,0,0.11700277,0.24018444,0
A502S_k141_3254692_dvf_14400,0,0.5453154,0,53.8979,0.15902737,0,0,0,0,0,0.038986355,0.069159195,0,0.11179613,0,0,0,0,0,0,0,0,0,0,0.33193073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_170135_dvf_14956,0,0.15751287,0,47.944126,0,0,0,0,2.5568843,0,0.07507402,0,0,0,0,0.26638564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_728964_dvf_11328,0.54620475,5.857519,0,51.04346,4.043069,0,0.1394255,0,17.05654,0,1.5858856,4.3957114,7.9347296,4.879238,7.8962283,0.35170054,0,0.33797422,0.22722636,0.33299574,0,0,0.04336335,0,0,0.040594947,1.6412481,1.8370897,0.82327825,0.06045371,0.3092978,0,0,0,0,0,0,3.220511,5.920026,5.921998,10.143948,9.438551,9.024798,0,0.121284716,0,1.1296427,0.46378833,0.026944233
A502S_k141_2702509_dvf_13171,0.657685,5.604274,0,52.75972,5.62168,0,1.0792428,0,10.849571,0.38228452,2.5148287,3.8562384,13.416216,5.37803,13.492089,0.15124379,0.41794005,1.1627278,0.6514363,3.222001,0,0.27407423,0.13053451,0,0,0,2.5023649,1.6309968,0.41304553,0,0.55863816,0,0,0,0,0.27366608,0,4.5325127,4.69386,6.572053,9.30294,7.497356,8.65316,0,0,0,0.29147202,1.0969505,0
A502S_k141_2135320_dvf_13416,0.092239216,0,0,57.135487,0,0,0,0,0,0,0.2510749,0.0742317,0,0.03999862,0.04444866,0,0,0,0,0,0,0,0,0,0.11875876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_3270682_dvf_45871,0.098917216,0.068475,0,68.918945,0,0,1.0329481,0,1.009166,1.0427756,0.024477491,0.08684288,0.15586999,0.01169849,0.20800006,0.5645487,0.28000855,0.41731942,0.03740955,0,0,0,0.005354364,0,0.83360773,0,0.018423263,0.014634695,0,0.007464625,0,0,0,0,0,0,0,0.2169044,0.2512762,0.0629014,0.05536094,0.23754212,0.041272312,0,0,0,0.027896913,0.028633527,0.003326985
A502S_k141_3272683_dvf_12790,0,0,0,41.22487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060764246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_3572762_dvf_21085,0.11738026,0.093105786,0,44.794903,0.03620258,0,0.59925526,0,0,0,0.13312864,0.23616137,0.04844278,0.15270235,0.19797307,0.09447626,0,0,0,0,0,0,0,0,0.3022561,0,0,0,0,0,0,0,0,0,0,0,0,0.62917536,0,0.017105468,0.18065889,0,0,0,0,0,0,0,0
A502S_k141_474864_dvf_11264,0,0,0,49.170006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_2154555_dvf_21877,2.0552096,3.2125177,0,56.911682,3.5938718,0.2541051,5.1258516,0,15.087909,1.495998,8.211781,6.9193974,6.3963976,5.764321,2.3441877,1.1837279,2.012959,1.3125333,0.117658734,1.0345592,0,0.7012746,0.01122686,0.19527082,12.526489,0,0.34766382,0.73645353,0.4085345,0.06260636,0.08007783,0,0,0,0,0,0,0.9095965,1.3411185,0.6924207,0.81255347,0.80936503,0.88269246,0,0,0,0.11698672,0.15009469,0
A502S_k141_5561065_dvf_10303,0.04003628,0,0,47.52055,0,0,0,0,0,0,0,0,0,0,0.17363578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_3009756_dvf_12959,1.3050579,3.5145261,0,57.09892,3.3575037,0,4.387594,0,11.803616,0.7770768,8.750946,6.3785067,8.118361,5.6316476,1.7486134,0.92230815,2.2654786,1.3294678,0.46346533,0.4366281,0.10847529,0.55711573,0,0,13.03236,0,0.45649004,0.20720984,0.26987314,0,0,0,0,0.060942225,0,0,0,0,1.6171689,0.5566306,1.0287964,1.3137944,0.87655014,0,0,0,0.19749352,0.608125,0
A502S_k141_3866543_dvf_13637,0,0,0,47.81603,0.11195005,0,0,0,2.9517808,0,0.082335345,0,0,0,0,0,0.13455278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_4699406_dvf_12850,0.16050342,0,0,47.353893,0.65343547,0,0.12291144,0,0,0,0.6116458,0.116252035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049405865,0,0.02946618,0,0,0,0,0,0
A502S_k141_2157078_dvf_11746,0.28094247,0.16713224,0,38.664886,0,0,2.1514213,0,1.0280973,0.42866248,0.76472473,0,0,0.36548373,0.20307277,0.16959237,2.0307891,2.607575,0,0.16057278,0.47870982,0,0.0209101,0,2.4415812,0,1.3669996,1.0858892,0.59548545,0,0,0,0,0,0,0,0,0,0,0.03070567,0.108099,0.11595751,0.06447139,0,0,0,0,0,0
A502S_k141_2447318_dvf_39013,0.116305634,1.1875528,0,54.72306,0,0,0.485811,0,0.25794885,0,0.4460951,0.15316316,0.10472571,0.055019762,0,0.10212144,0.28219762,0.53974694,0.021992844,0.120862775,0.25222668,0.13879341,0.26441497,0,0,0.023574684,0.1516329,0.2753167,0.4282997,0.017553627,0.098790094,0.049974695,0,0,0,0,0,0,0.6177537,0.8505249,1.6761371,7.1919513,3.028114,0,0.14086723,0,13.710753,0.8753406,0.13300215
A502S_k141_208170_dvf_54517,0.26482165,0.00720192,0,92.69285,0.112013705,0,0.028971002,0,0,0,0.21625316,0.13700669,0.24356453,0.08858875,0.24064258,0,0.03365732,0,0,0,0,0,0,0,0.02922515,0,0,0,0,0,0,0,0,0,0,0,0,0.5475148,0.11532307,0.13892995,0.093162194,0.037475564,0.006945365,0,0,0,0.04694533,0,0
A502S_k141_4434199_dvf_11519,0.07161972,0,0,154.95067,0.06626716,0,0,0,0.34945253,0,2.534333,0,0,0,0,0,0,0,0,0,0,0,0,0,4.287811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22804907,0.026497463
A502S_k141_764034_dvf_49660,0.016612718,0.01581261,0,68.00269,2.1212192,0,0,0,0,0,0.079134606,8.08185,0.04113637,0,0.024016239,0,0.07389835,0,0,0,0,0,0,0,0,0,0.40842214,0.3379521,0.031299826,0.013790166,0.014110856,0.019630112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_2733923_dvf_11537,0,0,0,60.168144,1.7864218,0,0,0,0.34890732,0,0,7.898428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6592564,0.23274963,0.06736367,0,0.060738936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_1621609_dvf_37585,0.13169949,12.337172,0,64.75962,1.5232102,0.071214125,0.16808961,0.040235102,4.2304397,0,0.14936903,0.9803916,5.000414,0.628212,0.5711756,0.10600143,0.048819903,0.15279654,0,0.05018193,0,0.024011118,0,0,0.42391047,0,0.089939445,0.03572213,0.020677788,0.027330836,0.018644275,0,0,0,0,0,0,0,0.64122456,0.18232559,0.5405266,0.2536719,0.1611879,0,0,0,0.034047075,0.017473042,0
A502S_k141_212122_dvf_16477,0.70096654,0,0,65.61371,0.23163544,0,0.2875667,0,0,0,0.23850365,0,0,0.13027164,0,0,0,0,0,0,0,0,0,0,0.58017874,0,0.102578565,0,0,0,0,0,0,0,0,0,0,1.2076982,0,0,0.038530402,0,0,0,0,0,0,0,0
A502S_k141_2456561_dvf_12211,0.27024406,0.28938198,0,38.825356,2.0003772,0,0,0,0.16482449,0,0.4597523,0.08155699,0.2509416,0.21972871,0.29300952,0.8156711,0,0.31353468,0,0,0,0,0,0,0.2609561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103982545,0.0557709,0,0,0,0,0,0,0
A502S_k141_770478_dvf_13750,0.08999864,2.5984774,0,52.4715,1.4989053,0,0,0,7.1724305,0,1.2248805,5.468355,13.965543,5.697944,10.495288,0.43462512,0.26689398,0.97454554,0.6864055,0.41151005,0,0,0.07145019,0,0,0,1.0448428,0.43940166,0.87608784,0,0.33126128,0.07089683,0,0,0,0,0,3.3768413,5.7155156,5.403474,9.973159,10.401009,10.546857,0,0,0,0.37226453,1.2895677,0.02219813
A502S_k141_4149047_dvf_44154,0.018684322,0.017784439,0,92.605354,0.017287932,0,0,0,0.045583,0,0.012714669,0.04510995,0,0.085073836,0.12154977,0,0,0,0.01943214,0.06407419,0,0.040877737,0,0,0.072168656,0,0,0,0,0.015509798,0,0,0,0,0,0,0,0,0,0.032673713,0,0,0,0,0,0,0,0,0
A502S_k141_2748478_dvf_17375,0.30862844,4.7002263,0,49.174522,4.129678,0,0.27270424,0,19.57649,1.1591526,2.0355926,5.244556,12.521532,6.7328625,9.95302,1.1464932,1.1616609,1.4322715,0.98763365,1.5740013,0.0404527,0,0.1979016,0,0.27509657,0,1.0700465,0.38636437,0.24601215,0.01970704,0.42347184,0,0,0,0,0.012965669,0,3.2449605,6.814759,6.4764695,10.230925,9.681241,10.198775,0,0,0,0.6628451,1.2851008,0.04391716
A502S_k141_2751305_dvf_16016,0,0.049029358,0,59.710037,2.8596332,0,0,0,0.25133264,0,0,8.363358,0.06377473,0.033505335,0,0,0,0,0,0,0,0,0,0,0,0,0.21106231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_1647359_dvf_45927,0.07185207,0.16242982,0,106.122505,0.13296428,0,0.44706503,0,0.04382328,0.10963201,0.13446206,0.10842124,0.088959955,0.4089479,0.2466989,0.08674774,0,0.08336211,0,0.12320124,0,0.039299663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007853088,0,0.029656561,0.016488794,0,0,0,0,0,0
A502S_k141_4465009_dvf_52319,0.015768413,0.25515243,0,65.18177,0,0,0,0,1.8849924,0,0.04292158,0,0.019522851,0.24616134,0.4673111,0,0,0.1097662,0,0,0,0.034498286,0,0,1.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_1930481_dvf_19290,0.2993734,0.040707838,0,70.59279,0.118714064,0,0.08187725,0,0.10433757,0,0.29103345,0,0.3706538,0.05563727,0,0,0.9512162,0.59542334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_4175800_dvf_35637,1.2269367,3.0297852,0,72.7133,2.5275166,0,3.9887497,0,10.222342,0.35321918,4.505469,3.3115373,4.872484,2.46951,3.5307178,0.9502635,1.1842357,1.5040549,0.2889155,0,0.15778334,0.40517792,0,0,3.4425344,0,0.21342541,0.28256088,0.10904042,0.009608267,0.019663412,0,0,0,0,0,0,0.18612905,0.4116459,0.42506632,0.8551096,0.5541862,0.43562195,0,0.0192765,0,0.07181633,0.14742526,0.008564813
A502S_k141_2770104_dvf_25338,0,0.04648675,0,53.655354,0.15062977,0,0,0,0,0,0.06646975,0,0,0.29649934,0.047069475,0,0,0,0,0,0,0,0,0,0.1257611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02988716,0,0,0,0,0,0
A502S_k141_826756_dvf_22083,0.037358493,0.24891451,0,55.076603,0,0,0,0,0,0.34200987,0.27964672,0.29313502,0.69380254,0,0,0,0.16618177,0,0,0.042704523,0,0,0,0,0.64934146,0,0.038268965,0.12159727,0.15837006,0,0,0,0,0,0,0,0,0,0.5219531,0.29398352,1.1212132,0.4009075,0.30863234,0,0,0,0,0,0
A502S_k141_5634178_dvf_42972,0.009599129,0.05482087,0,130.93146,0.07105384,0,0,0,0,0,0.10451522,0.02317538,0,0.0124877,0.013877017,0,0,0,0,0,0,0,0,0,0,0,0,0.015621988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_5634190_dvf_46127,1.8868816,1.1491026,0,132.43018,0.43026027,0.1383706,0.7532913,0.096791424,1.788964,3.1109648,1.1562282,1.705628,4.030128,31.352459,15.371221,1.6842465,0.9547013,1.3280108,0.037201934,0.18400058,0.015237619,0.19564633,0.010649296,0,1.0362266,0,5.3314157,4.7153254,2.6031065,0.014846395,0.4481536,0.010566819,0,0,0,0,0,0.14380041,0.59062934,0.23457116,0.45419297,0.44291964,0.50893635,0,0,0,0,0.071186535,0.003308521
A502S_k141_5634201_dvf_34636,0.08336576,0.03400743,0,88.95046,0,0,0.456003,0,0.3486555,0,0.40521672,0.014376551,0.088470034,0.01549317,0.051650584,0,0,0.11053735,0,0,0,0,0,0,0,0,0,0.0387636,0.011219175,0,0,0,0,0,0,0,0,0,0,0,0.018329639,0,0,0,0,0,0,0,0
A502S_k141_5634206_dvf_40240,0.06150504,0.22441408,0,67.91923,0.22763363,0,0.039249804,0,0.25008348,0,0.1395138,0,0.025383102,0.013335523,0,0,0,0,0,0,0,0.06728066,0.024414515,0,0.03959412,0,0.04200266,0.066730425,0.0675972,0,0.052242428,0.02422543,0,0,0,0,0,0,0.026039876,0.017925885,0.047330923,0.033847835,0.10350509,0,0,0,0.15900339,0.097921126,0.003792548
A502S_k141_5634207_dvf_33221,1.4527489,0,0,128.95013,0.022977374,0,0,0,0.12116864,0.15156284,2.6700509,0.19485568,0,0,0,0.1798891,0,0,0.05165448,0,0,0.10866113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01085665,0.03822073,0.061498914,0,0,0,0,0,0,0
A502S_k141_5634218_dvf_46109,0.04473029,0.07663674,0,149.89093,0.0993296,0,0.23977713,0,0,0,0.19480917,0.47517046,0.4651963,0.12801918,0.07759741,0,0.0795895,0,0,0,0,0,0.005326727,0,0.10366311,0,0,0,0.016855163,0,0,0,0,0,0,0,0,0,0,0,0.013768796,0,0,0,0,0,0,0,0
A502S_k141_5634220_dvf_55855,0.007385083,0.014058799,0,75.61182,0,0,0,0,0.03603387,0,0.030153263,0,0,0.03842961,0,0,0,0,0,0.016883787,0,0,0,0,0,0,0,0.12018765,0.048699513,0.012260668,0.056456048,0.061085124,0,0,0,0,0,0.11875537,0,0,0.022732627,0,0,0,0,0,0,0.023515327,0
A502S_k141_5634226_dvf_43497,0.36984748,0.12637146,0,238.58401,0.052647173,0,0.18155412,0,0.13881452,0.057878353,0.64533585,0.06868698,0.18785958,0.16038069,0.17822382,0.045796994,0.16873771,0,0,0.021680666,0,0,0,0,1.2087691,0,0.019428777,0.061733738,0.04466829,0,0.008055097,0.011205731,0,0,0,0,0,0.15249515,0.072270125,0.04145904,0.23352982,0.12525341,0.0783448,0,0,0,0,0,0
A502S_k141_1685590_dvf_17635,3.3682506,4.519609,0.043310728,60.970184,5.1076326,4.6116776,38.690445,0,20.42916,2.855157,12.288163,9.85445,9.151332,5.933722,18.699558,5.196114,3.2255049,6.295922,0.72980446,0.9625625,0.15942515,2.04697,0.055709675,0,19.243887,0,1.2459558,0.6852024,0.5068052,0,0,0,0,0,0,0,0,0.37613162,3.5651078,0.9407862,1.8360157,1.4674624,0.579716,0,0,0,0.07256361,0.2979186,0
A502S_k141_1962789_dvf_32263,0,0,0,54.979385,0,0,0,0,0,0,0,0,0,0,0.94264275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_4503645_dvf_16013,0.025759932,0,0,70.18973,0.19067793,0,0,0,0,0.31443635,0.035059236,0,0.06378668,0.16755807,0,0.24880184,0.1145879,0.11954574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A502S_k141_4772320_dvf_36225,0,0,0.18976016,66.00853,29.753592,3.5466108,0,0,186.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03628552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
