,A5S03,A5S04,A502N,A502S,A505S,A506N,A506S,A509N,A509S,KW01,KW1S05,KW1S08,KW1S11,KW1S15,KW1S21,KW12,KW23,KW34,KW45,KW56,KW67,KW78,KW89,KW101N,KW101S,KW910,PRZ12,PRZ23,PRZ34,PRZ45,PRZ56,PRZ67,PRZ78,PRZ89,PRZ910,PRZ1015,PRZ1520,WS01,WS12,WS23,WS34,WS45,WS56,WS67,WS78,WS89,WS910,WS1015,WS1520
KW1S15_k141_226928||full_vs2_45833,0.2069984,0,0,1.9656816,0.08327312,0,0,0,1.0539159,0,1.9720718,0,0.33428407,47.781124,0.9888195,0.086925656,0,0,0,0.041151304,0,0,0,0,0.41714945,0,0.12906978,0.14646828,0.05934832,0.029883254,0.09937911,0,0,0,0,0,0,0.28944564,1.1202494,1.3692398,2.6179733,0.8618042,0.20653264,0,0,0,0.027920041,0.114629075,0.009989231
KW1S15_k141_14562508||full_vs2_35592,0.5215278,1.1251956,0,1.2448885,0.27880725,0,0,0,1.696453,1.2024636,1.2618644,0.08394238,0.08609373,80.27008,0.1005265,0.8954964,0.9279649,2.0437982,1.4464039,0.1589757,0.03949571,0.025355637,0.069007084,0,0.044764765,0,0.07123175,0.09430603,0.1528496,0.009620415,0,0,0,0,0,0,0,0.6522753,0.47104722,0.6890727,0.99888915,0.6696911,0.58510965,0,0,0,0,0,0.004287821
KW1S15_k141_14562690||full_vs2_40403,0,0,0,0.25588572,0.018892938,0,0.15636581,0,0,0,0,0,0.050561395,279.68652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S15_k141_1495866||0_partial_vs2_18775,8.414653,11.062569,0,6.9618545,2.9272892,0,1.5983398,0,13.399945,6.302217,11.841054,32.303516,54.566193,30.182276,25.98095,8.169718,11.336774,6.933233,3.5645552,2.511435,0.7861613,0,0.20930815,0,3.2247226,0,3.1958263,1.2871952,0.6002148,1.8602291,0.61583453,0.28556976,0,0,0,0,0,3.0029929,2.3440464,0.7684022,1.4540194,2.1763573,1.1495343,0,0.47565567,0,2.658147,0.6296158,0.04064238
KW1S15_k141_2389349||0_partial_vs2_35269,25.543295,33.174423,0,13.107286,21.166977,0.046701863,10.03114,0,76.92539,38.54571,37.97978,53.678627,146.74403,79.57499,79.36547,25.190569,26.845285,21.2222,9.560709,7.005515,1.1359365,0,1.33707,0,20.057579,0.3129272,13.0110235,7.4042034,5.1673555,2.126166,1.9868582,1.2161553,0,0,0.02328599,0,0,25.295568,11.170987,7.608312,8.082298,9.635323,5.6362877,0,0.19477633,0,7.2928495,3.7427082,0.5495404
KW1S15_k141_4102275||0_partial_vs2_16187,18.271332,23.139942,0,8.30303,8.063858,0,4.4883523,0,42.77254,23.329226,27.919306,51.218906,73.44957,44.886974,49.77035,21.166954,19.72397,20.813883,7.844875,11.768387,3.3434641,0,3.8084955,0,8.169593,0.7954573,7.1525183,5.8475595,3.2408285,3.638382,4.069317,2.469147,0,0.09757834,0.050736617,0,0,7.580898,6.538105,3.2530823,4.000511,3.954762,3.3917875,0,0.8912145,0,19.210306,6.0450926,2.9509852
KW1S21_k141_2166803||full_vs2_12307,0,0,0,0,0.372145,0,0,0,0,0.40912238,0,1.1328914,0,0.043602947,37.6972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_2168936||full_vs2_23082,2.6448781,4.881898,0,3.5192559,1.8188729,0,0.41055682,0.068635635,5.9293685,1.8541759,4.013152,5.134356,7.4785247,4.4172115,63.709076,0.7767215,1.430904,1.1610781,0.70627016,0.65369993,0.2740573,0,0.19153367,0,1.3115017,0,0.80547863,0.4653379,0.38720688,0.26702088,0.6071788,0.105583504,0,0,0,0,0,1.1494812,0.49936274,0.26563424,0.9351626,0.23603447,0.16404144,0,0.059523143,0,3.0491836,0.2560661,0.30413994
KW1S21_k141_6855420||full_vs2_11501,2.7258089,5.393886,0,0.57788116,2.3229806,0,1.235954,0,7.1749887,2.1889703,3.9538894,3.6801522,9.058728,2.3795927,61.286324,0.5196153,1.1167961,1.4980065,0.1492056,0.90196365,0,0,0.19219983,0,1.5238626,0,0.9552401,0.2918477,0.16893633,0.059544355,0.27418074,0.21190143,0,0,0,0,0,2.0185883,0.637763,0.1254391,0.71761155,0.76978004,0.42799112,0,0.29865083,0,3.7830114,0.1713045,0.06634733
KW1S21_k141_1812846||full_vs2_12170,3.9656348,5.0973773,0,0.9101906,2.3207283,0,0.77867484,0,5.2921524,2.0686398,5.120443,7.9376802,7.3018236,7.628226,38.807556,1.800522,2.412353,2.3594322,1.4805375,0.4649354,0.11550791,0,0.24217916,0,1.8328468,0,2.0137808,0.38612625,0.031929936,0.084406696,0,0.20025294,0,0,0,0,0,1.6351063,0.25830188,0.14817946,0.26083213,0.11191757,0.18667565,0,0,0,0.42059466,0.053962555,0.37620085
KW1S21_k141_5779811||full_vs2_22304,20.214117,40.734352,0,25.030567,16.05104,0,11.400885,0.09685876,112.61721,44.472233,47.597473,78.183624,118.88433,55.98629,85.261604,46.710575,44.259956,50.20881,23.773682,41.985413,6.208059,1.4566212,11.077998,0,23.787577,1.175215,19.589012,13.514049,11.603263,4.329249,5.5295525,1.6608497,0.056756336,0,0.33139625,0.050501816,0,17.54626,13.295375,16.623363,18.10323,10.534046,10.525334,0,1.3243873,0.06295027,44.579235,34.361427,2.093764
KW1S21_k141_6503676||full_vs2_10371,38.938522,59.323753,0,39.803642,27.012112,0,34.722393,0.04860465,121.68018,47.093018,60.30311,91.56141,156.00453,76.009735,96.770996,40.336197,33.0851,37.285294,17.86997,22.823645,5.082916,0.5221046,6.915257,0.063371085,48.853443,2.0396817,25.83113,16.182339,15.51202,5.3486056,9.054077,4.6057987,0.42721304,0,0.7918944,0.04344393,0,26.222769,15.761619,10.467776,14.263199,21.538334,19.094488,0,1.9871467,0,39.114067,23.366238,3.6788192
KW1S21_k141_1462045||full_vs2_50238,0,0,0,0,0.030388607,0,0.15719298,0,0,0,0,0.07929396,0,0,47.8953,0,0.1095722,0,0,0,0,0,0,0,0.06342878,0,0,0.053450227,0,0,0,0,0,0,0,0,0,0.13203315,0,0,0.012637156,0.027111687,0.022610798,0,0,0,0,0,0
KW1S21_k141_1287329||full_vs2_16287,30.74645,36.039635,0,19.76865,15.278812,0.050565723,37.819775,0.8665935,37.319756,57.96497,45.292824,68.57576,194.9138,59.075478,69.67539,25.807009,27.37642,31.734339,9.377123,11.696131,2.3303707,2.5488465,1.0254486,0.36317268,34.82552,0.22587807,13.43889,7.83131,5.5113697,2.5228205,2.968712,0.8978001,0,0,0,0,0,26.47205,13.767958,7.68417,11.732946,12.376832,10.1826315,0,0.7592079,0,16.02815,3.7499454,0.7402443
KW1S21_k141_31686||full_vs2_29267,17.335817,27.461224,0,5.1221166,17.266047,0.12662855,5.936219,0.12794566,48.61991,20.730715,28.50465,55.839664,110.004555,42.116364,58.110287,23.005663,25.20341,22.434826,9.674454,13.791055,2.5456574,0.18501203,2.9372163,0.011228031,7.240393,0.50280195,17.58506,8.142767,7.395468,3.065274,5.5189033,1.0159004,0.15138642,0.053968653,0.11224569,0.015394711,0.06814323,11.671974,3.7235055,2.8713508,3.3622897,8.632857,3.6742368,0,0.44596905,0,9.356855,7.96587,1.5174131
KW1S21_k141_5622869||full_vs2_11098,42.00018,48.857273,0,40.85594,18.570866,0.111312486,15.512336,0.10381872,87.95691,46.503387,63.58661,92.338554,179.56232,94.7235,103.91864,37.155396,24.80036,22.423607,9.200109,7.732654,2.6599708,0.081317164,1.6155643,0,32.58891,0.16574502,20.940775,10.525104,9.873999,3.9492214,5.146037,1.317577,0,0,0,0,0,30.48181,22.188095,5.4597545,14.358553,12.21145,8.324767,0,0.7427896,0.12651314,15.79684,4.9707007,0.7563225
KW1S21_k141_6526402||full_vs2_11133,3.5198877,6.3127866,0,0.39798865,6.307957,0,0.28373522,0.038809627,4.338824,1.5829284,5.1435513,10.9134,6.2387753,6.3143277,43.493618,1.6103733,0.9888958,2.751152,1.1560317,0,0.25253415,0,0.06618433,0,1.2880092,0,0.75908875,0.18089682,0,0,0.031471528,0.26268697,0,0,0,0,0,3.5748215,0.470603,0,0.11405109,0.9175673,0.44213828,0,0,0,0.1149429,0,0.23303747
KW1S21_k141_6173947||full_vs2_10311,0,0.3427062,0,0,0,0,1.5317739,0,0,0,0.108894095,0.19317088,0,0,35.683388,0,0,0,0,0,0,0.087523796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_230002||full_vs2_13385,6.317611,1.1146679,0,28.413223,0.1710866,0,11.799866,0,1.8044125,14.106469,11.827851,28.087368,17.398794,1.0022814,33.99287,20.984423,16.587406,11.012328,0.8974295,0.9863739,0.10502289,0,0.18349646,0,0,0,0.12627472,0,0.11612622,0,0,0,0,0,0,0,0,4.7078276,5.2450943,3.7185128,10.150257,3.7650626,1.9519007,0,0.051322874,0,2.0076835,0.1962568,0.045606915
KW1S21_k141_2037002||full_vs2_10334,18.36144,45.25052,0,39.374477,20.682484,0,25.829361,0,69.33532,58.468,59.37817,60.327915,70.96736,52.39511,61.455795,41.444443,49.716557,46.495625,2.9889917,6.7529755,1.2922826,2.9691858,0.28520614,0.19079393,55.812153,0.6229953,6.378681,4.417355,1.9929485,0.26507437,1.1527643,0.094332434,0,0,0,0,0,3.2093484,19.366974,9.528023,25.3725,9.621511,9.81959,0,0.13295077,0,2.4766002,0.50839895,0
KW1S21_k141_4926330||full_vs2_10240,45.519337,52.145786,0,37.716667,15.952433,0,14.498508,0,88.44749,74.001755,78.5636,134.40657,287.9715,138.97658,154.55487,45.521046,40.67592,36.266743,11.646771,20.536991,5.4224987,1.9388742,4.6291733,0,24.58362,2.1106834,20.467108,13.635945,14.040753,5.4170303,6.8774295,3.331943,0,0,0.5614175,0,0.19476055,21.37614,24.047216,11.834444,21.203512,16.293898,16.639473,0,1.7442257,0,22.743942,11.351582,1.3413175
KW1S21_k141_5108984||full_vs2_16771,1.86927,3.9096491,0,2.862108,3.1860473,0.4296813,16.763184,0.11163871,5.2803984,1.200899,5.89154,3.0878544,2.7406666,2.495765,57.42424,2.019232,3.282266,2.1687098,0,0.22492254,0,0.6457274,0,0,6.460091,0,0.25195086,0.16011165,0.18536156,0,0.083566286,0,0,0,0,0,0,2.1752994,1.3120706,2.5591547,0.37854955,0.48728287,0.13546255,0,0,0,0,0.03915833,0.009099764
KW1S21_k141_1879365||full_vs2_22086,2.876213,4.6754017,0,0.66872036,0.4147413,0,0.64360714,0,3.7362828,0.569939,1.9064232,4.3287907,3.4685411,1.1176577,61.209126,0.09019432,0.2492388,1.473461,0.15539378,0.08539744,0.031824034,0,0.41146296,0,0.1442785,0,0.38263765,0.48632297,0.12315999,0.2170487,0.047592033,0.22068986,0,0,0.11155578,0,0,1.0511539,0.28466302,0.081650995,0.0574903,0.092504546,0.34287822,0,0,0,0.6373383,0.35681844,0.2280268
KW1S21_k141_4944817||full_vs2_11349,0.072692536,0,0,0,0,0,0,0,1.2414048,8.87315,0,8.599652,23.67014,7.612658,34.206223,22.818235,17.299662,8.602395,0.45361182,0.33237958,0,0,0.043283116,0,0.7019418,0,0.14892828,0.4140591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_89047||full_vs2_12001,15.364113,22.606892,0,26.336493,18.82727,0.24018615,19.346186,0.20401491,58.698036,29.578568,36.768864,32.529778,57.109417,40.958694,42.83231,26.226234,25.686403,23.767069,5.147611,5.1863093,1.5227486,2.180758,0.6549055,0,44.07673,0,6.1264176,5.258142,3.1408193,0.7703579,2.5691845,0.08122917,0,0.13161409,0,0.018771645,0.08309091,19.06852,16.502178,7.7236795,13.331062,7.150098,6.4363513,0,0,0,8.103834,3.283348,0.29248223
KW1S21_k141_6932122||full_vs2_33012,5.2854986,1.8553805,0,15.614037,1.0867738,0,21.099016,0,2.0119402,17.31129,12.958605,46.69943,27.815733,1.5930239,51.680622,34.214287,27.846933,19.019926,2.1832232,1.628302,0.29807705,0.054674536,0.18600057,0,0.38610628,0,0.23039626,0.020335276,0,0,0,0,0,0,0,0,0,4.92277,10.284189,7.0031714,17.865927,6.4776382,3.5212228,0,0.0416186,0,3.643765,0.7957401,0.050852224
KW1S21_k141_6033991||full_vs2_33671,0,0.01166069,0,0.021931868,0,0,0.18762878,0,0.059774637,0,0,0.17746295,0,0.0159372,42.54012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12448037,0.032134667,0.037709925,0,0,0,0,0,0,0.058512457,0
KW1S21_k141_2994695||full_vs2_24314,17.932299,27.161257,0,4.7076797,11.804417,0,24.099771,0,29.717413,10.147175,47.172302,35.737278,46.29434,31.450422,98.128204,10.896612,13.583996,27.949802,5.8226175,3.7622464,1.61884,0,2.0203178,0,25.097534,0.20804703,9.662581,1.1043977,1.2306172,0.23940802,0.73492634,0.54126114,0,0.032481298,0,0,0,23.188778,10.041449,2.5810795,8.903887,9.327102,0.29588586,0,0.05650708,0.05774627,2.1052222,1.1614356,0.24479201
KW1S21_k141_5890030||full_vs2_22037,13.533285,18.066156,0,40.24595,22.792215,0.11211562,60.705265,0,62.92739,27.30366,27.386156,28.154512,49.501854,35.795868,35.881676,19.796478,17.06919,17.547115,3.8934822,6.033906,1.2757919,2.8256838,1.6383661,0,63.262196,0.10433806,9.932351,7.128289,4.09095,1.7868643,2.5120869,0.70777786,0.05744399,0.071674936,0.22360766,0,0,24.531292,13.979503,4.1243606,11.264344,6.242489,4.879697,0.56791717,0.3740745,0.06371297,6.5617595,2.8012924,0.36011392
KW1S21_k141_4638793||full_vs2_10383,21.373558,12.819088,0,3.627262,6.690085,0,1.3690367,0,27.13802,29.58097,18.870253,44.60079,106.83404,35.45433,43.074486,11.511309,9.896386,10.508938,2.726979,4.72294,1.4215716,0,1.348336,0,3.6827912,0.17715865,2.930113,4.202545,2.8817515,1.8467638,1.2823035,2.7696738,0,0,0,0,0,13.41565,8.275379,4.3073225,5.686457,2.8859496,4.412549,0,1.2570717,0,14.666229,6.008746,0.73491347
KW1S21_k141_512074||full_vs2_15607,5.5503106,6.5911646,0,9.274026,6.4071517,0.14511444,8.500711,0,16.764742,9.678483,14.78419,11.103048,15.968828,12.928151,15.207063,13.657167,7.7595396,8.095269,0.54975766,1.3293374,0.18014112,0.46259132,0.07868586,0.25266412,16.742224,0,0.9746705,0.6021858,0.29877928,0.10969751,0.3367456,0,0,0,0,0,0,1.7000272,4.2297816,2.1029575,6.0203805,2.138137,1.6982656,0,0,0,0.3279706,0.6311825,0.097784415
KW1S21_k141_6826898||full_vs2_23221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.688396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_6841134||full_vs2_11286,15.094802,3.8267746,0,0.065432206,0.27054098,0,1.5393881,0,17.120016,14.945492,4.8748493,58.45993,34.572117,50.162643,38.41281,28.770264,62.43134,8.650415,0.38011995,1.0862635,0,0,0,0,0.70586014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18568927,0.28761464,2.250099,0.18102564,0.13419828,0,0,0,0,0,0
KW1S21_k141_1790857||full_vs2_15055,19.288982,26.575024,0,19.277176,15.160152,0,7.86821,0.04783212,60.9617,23.411148,34.38154,41.6416,93.152054,41.667915,59.018368,23.155468,19.013205,15.004034,3.191523,3.3825555,1.0271037,0,1.4682765,0,12.064596,0,5.444973,4.5036283,1.858405,1.0917084,1.2567331,0.25900534,0,0,0,0,0,30.400705,10.579368,6.803715,6.6206493,5.7901273,4.627688,0,0.1825192,0,11.899854,2.4864354,0.6690402
KW1S21_k141_4855685||full_vs2_12076,5.4653034,6.762706,0,10.151182,6.19464,0.23869443,11.117094,0,19.166716,7.5050716,17.015045,13.731046,19.70768,15.064151,17.184536,8.74277,5.9258814,8.718593,1.2078598,1.5618482,0.23281406,0.67258364,0.10169345,0,18.339201,0,1.749531,0.7226735,0.3217848,0,0.23211165,0,0,0,0,0,0,4.1195855,5.6401043,2.478926,4.205799,2.7633243,1.5363847,0,0.056886103,0,0.31790143,0.7069738,0.07582583
KW1S21_k141_4136467||full_vs2_12508,7.716945,1.2556031,0,34.361073,1.7087686,0,12.374671,0,0.6436431,14.491724,18.626677,40.20832,22.375118,1.5873836,41.143818,31.533604,22.151367,12.549685,3.1554456,1.6586958,0.22477317,0.072150454,0.15708989,0,0,0,0.3378212,0,0,0,0,0,0,0,0,0,0,4.5076103,7.20456,5.507494,13.501295,4.6824102,2.7244675,0,0,0,3.0692182,0.73506075,0
KW1S21_k141_2008135||full_vs2_56612,0.2550216,3.967051,0,0.14348808,0.33708903,0,0.22319113,0.06232869,0.35552037,0.044469982,0.7635849,0.07916194,0.37889028,5.715798,57.028435,0.105562344,0.16205893,0.033814136,0.030311834,0,0,0,0,0,0.3377236,0,2.2391722,1.4703985,2.8073945,0.036290165,0.21661554,0,0,0,0,0,0,0.23433481,0.09254616,0.038225334,0.067285955,0.024059156,0.013376685,0,0,0,0,0.023200886,0
KW1S21_k141_1761730||0_partial_vs2_12815,230.08238,281.65594,0,326.3319,123.83659,0,98.59771,0.40458918,602.4666,306.4654,336.7545,550.16943,1237.1768,328.04468,518.985,308.09265,331.89926,312.05176,135.31265,192.58261,40.641705,1.9013939,62.21226,0,244.92679,7.392202,119.75729,83.55337,68.92384,32.677895,52.68575,17.419928,1.1853858,0,2.1148677,1.687611,0.116719544,168.47975,123.38646,96.53484,118.10527,184.93517,179.31866,0,9.809837,0,368.86945,180.18282,46.575577
KW23_k141_1349790||full_vs2_17644,31.163805,83.91502,0,71.69551,32.663525,0,23.721617,0.036732107,167.45648,70.20103,88.13691,44.87273,179.57564,104.59313,126.23368,61.418346,67.59705,64.98852,21.445305,24.479378,5.3380184,2.097074,8.43571,0,63.120266,0.46913803,44.256767,29.10625,21.09877,5.1039324,10.723258,1.3812504,0.035873197,0.044760276,0.7447505,0.30643186,0.028258162,26.503752,29.812853,28.127422,35.58614,34.62217,22.318413,0.14186342,0.38934287,0.11936433,23.861252,19.392052,2.4564636
KW23_k141_1699921||full_vs2_13698,1.6863521,1.2325132,0,0,0.111451514,0,1.1530238,0,4.848749,28.854794,0.7377181,0.5452762,1.5659028,2.820612,1.610743,24.576826,104.34983,4.192479,0.062637374,0.34422687,0,0,1.0399606,0,0.46525553,0,0.061694667,0,0,0,0.025578372,0,0,0,0,0,0,3.1475418,0,0.13165016,0,0.34801644,0.08292607,0,0,0,1.1210332,0.09588616,0.044564795
KW23_k141_1190069||full_vs2_46400,0,0.016923582,0,0,0.082255535,0,0,0,0,124.9001,0,0.0429264,0.06603983,0.1272163,0.06425896,88.052956,253.80095,43.236458,4.0311527,3.2721996,0.77254635,2.1977959,0.30171922,0,0.10301299,3.6372511,0.054639667,0.07233923,0.008374727,0.007379522,0,0,0,0.03404096,0,0,0,0.14295433,0.022582859,0,0,0.014677122,0,0,0,0,0,0,0
KW23_k141_1719043||full_vs2_41544,0.12907806,0.4630928,0,0.1422045,0.16536641,0,0.076035626,0,0.48446748,35.329353,0.17567506,0.2517059,0,0.24542192,0.24401824,50.155624,322.8647,5.8980503,0.28914148,0.2723986,0.06767434,0,0.047296368,0,0.23010796,0.011069218,0.12205279,0.048476897,0.0561218,0.016484201,0.109639004,0,0,0.038019948,0,0,0,0.159664,0.12611263,0.043408047,0.06112704,0,0.045571014,0,0,0.033796526,0.18481503,0.0790396,0.011020518
KW23_k141_1886782||0_partial_vs2_18127,5.0972915,7.169392,0.5688252,6.762601,5.7269855,0.11358249,5.3149524,0.14698607,15.100311,41.387173,7.8665247,11.89445,19.496328,11.574944,12.698227,36.4845,36.744484,33.58211,24.707867,22.890676,8.336521,4.729602,38.019627,0.072513,6.5042086,17.529816,21.30566,40.811028,38.05056,28.409794,34.656475,9.626237,2.0252059,1.4377315,2.1294124,0.6213893,0.4400834,20.491673,33.06488,32.133286,24.621305,28.064255,28.930159,0,1.7053593,0.6196471,20.966448,24.85314,26.284277
KW34_k141_1314623||full_vs2_10799,339.11658,613.6457,0.24754575,421.37598,431.88766,1.1820763,332.146,3.7342632,1683.1594,503.55353,654.8754,765.98596,1094.6244,771.31573,915.9931,464.1126,447.55222,460.8893,197.20093,211.24394,62.222385,5.4319625,93.49966,0,610.21893,11.199469,270.5332,230.00648,160.77492,63.573635,108.43087,25.501421,1.2894552,0.365659,2.813883,0.98046935,0.09233947,416.14154,208.22989,147.18652,196.65012,220.97311,181.55386,0,20.737831,0.260032,384.64435,254.56505,66.43482
KW34_k141_1015903||full_vs2_10622,0,0,0,0,0,0,0,0,0,195.53438,0,0,0,0,0,200.66597,181.38211,186.88707,146.93224,132.90688,40.562668,1.5293014,297.45126,0,0,134.46843,189.59311,182.14178,183.90404,182.80983,195.70328,64.05877,5.7204742,5.7993336,12.216271,0.04241734,0.28163454,132.6991,238.43346,255.37468,213.9727,226.25816,246.81853,0,18.10844,3.3706543,168.54108,226.34792,272.48062
KW34_k141_1283014||full_vs2_15514,0,0,0.1476959,0,0,0,0,0,0,71.23873,0,0,0,0,0,62.27507,54.287563,65.64394,46.954216,55.619778,13.54627,10.819721,73.47403,0,0,46.537285,39.60184,75.11865,82.656845,63.255547,74.43779,22.903572,3.8758497,2.4943771,4.4996943,2.1200633,0.8034469,32.06659,55.6545,52.842606,46.937645,50.262093,55.23162,0,5.579253,1.5385282,38.43762,46.140873,55.13672
KW34_k141_1981824||full_vs2_46400,0,0,0,0,0.032902215,0,0,0,0,125.76822,0,0.0214632,0.17610621,0.1272163,0.07711076,87.10846,255.14543,43.360226,3.6983047,3.638036,0.9543219,2.1977959,0.28054595,0,0.034337662,3.9345744,0.054639667,0.05787139,0,0.022138566,0,0,0,0.03404096,0,0,0,0,0,0,0,0,0,0,0,0.015129772,0,0,0
KW45_k141_1149532||full_vs2_10365,344.0035,843.17285,0,803.58704,473.90616,1.569261,1137.512,0.98655075,1812.8608,729.39276,1048.7115,814.48914,1125.0851,1030.2201,1099.7316,751.6485,712.8921,827.4,138.15854,139.29573,60.487816,260.68103,30.09404,0.69748545,1555.7607,2.9281938,319.61084,323.76935,210.92064,16.814915,71.22382,2.3982828,0.18319729,0.07619395,0.95082325,0.4564253,0,94.39262,371.21902,236.6182,383.12427,269.9106,225.75958,0,4.0428705,0.40637997,91.85399,64.12012,4.1962814
KW45_k141_193987||0_partial_vs2_16303,1.315689,2.1193147,0.30452067,1.8118578,1.1237167,0.47990298,0.9687862,0.04417056,3.456714,31.965261,1.9972644,2.412915,3.6964695,2.8307335,3.694329,33.723904,31.513887,26.184492,19.893675,24.931112,6.5962367,4.207005,36.17185,0.12093876,1.4659272,17.48837,20.423656,37.05927,36.682568,29.278004,36.10537,8.610422,1.9800209,0.9203985,2.8210342,0.46981958,0.27524278,16.477936,29.951271,29.091543,25.545712,22.93315,24.804514,0,2.2332516,0.7320348,21.506878,21.591377,25.66782
KW45_k141_1193555||0_partial_vs2_35441,0,0.03323499,0.03232632,0,0,0.24399486,0.044564545,0.008127453,0,40.844856,0,0.014050005,0,0.030282523,0.0168258,45.021797,40.90087,41.212162,33.166935,31.85078,9.221876,0.8657647,55.4686,0.35233793,0,26.158314,26.301125,53.62358,53.867825,45.92065,51.575676,14.536789,1.5894656,1.2701608,2.5258548,0.04449506,0.52051914,24.049856,42.131386,42.965595,33.82032,33.66565,37.072384,0.035312746,2.6748686,0.930984,28.596546,33.53943,40.442795
KW45_k141_594490||0_partial_vs2_16031,0.051462013,0,0,0,0,0.15411964,0,0,0,40.673786,0,0.12424583,0.95572585,0.2677919,0.37198126,29.07713,27.928053,29.614056,76.589584,79.238976,22.755117,3.9406183,43.159092,0,0,18.76041,59.62203,93.04763,98.68,99.961205,98.745125,32.046417,1.5003414,1.3793905,5.123034,0.59021246,0,43.445423,34.904186,41.666683,65.97753,69.457,74.046394,0,5.82784,1.3137448,58.830326,66.65152,84.554985
KW56_k141_675936||full_vs2_26070,3.0221064,4.2169385,0,11.047276,4.27489,0,6.543019,0,27.252518,1.7382287,9.367492,12.4916315,5.6418834,3.169916,8.92083,7.793911,8.094094,2.9371476,9.149439,148.13062,0.053921416,3.3578217,0.32031992,0,10.450662,0,4.1817055,3.965533,0.3726384,0.21014795,0.44350952,0.01869642,0,0,0,0,0,7.2513547,4.863414,2.1028636,5.820208,1.1755209,0.56643564,0,0,0,0,1.3603035,0.011707873
KW56_k141_301396||full_vs2_10691,0,0,0,0,0,0,0,0,0,34.851288,0,0,0,0,1.0597831,84.22022,22.483526,9.131847,1.9261211,38.194557,1.0518988,20.427912,8.316419,0,1.0432019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25480065,0,0,0,0,0,0,0
KW56_k141_1444893||0_partial_vs2_13215,74.82009,100.3925,0,121.87654,42.33991,0,41.23323,0.010898412,235.459,125.16232,132.16241,193.11195,401.45554,110.85711,178.96465,119.53699,139.1272,128.77792,46.552467,81.42362,17.338947,2.3901646,19.254786,0,115.6219,2.1226962,41.56722,29.615788,26.464518,13.292186,19.646317,7.413586,0.14368823,0.41833162,0.9322062,1.2785385,0.03772887,47.934868,50.42975,38.727886,43.7656,70.034355,73.98029,0,4.4705462,0.15936922,121.42965,62.914333,14.308471
KW78_k141_2114975||full_vs2_10756,82.75954,202.11752,0,214.75713,108.36807,0.3254134,262.2564,0.20084956,433.37186,170.16063,215.04114,188.51218,271.21274,217.07326,268.83334,205.20374,177.24591,224.06898,31.588943,37.700714,14.049472,208.4144,8.448838,0.549925,429.27567,0.98333675,78.25522,80.26238,55.02218,3.7882826,22.085587,0.5437884,0,0,0,0.5864446,0,6.475209,88.84663,67.70084,107.07009,88.70462,78.15003,0,1.4689479,0,25.57891,17.645344,0.92225635
KW78_k141_1268354||full_vs2_12165,0,0.03227514,0,0,0,0,0,0,0,0,0,0.122798085,0,0.08822383,0,0,0,0.31472024,0.84636915,0.46512648,0.28888848,42.136955,0.40379784,0,0,0,0,0,0,0,0,0,0,0,0.13502237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW89_k141_517475||full_vs2_76046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78979135,0,0,0,29.109793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5721328,0.38861468,0
KW89_k141_91990||full_vs2_10668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32171232,0,0,0,14.688713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47981226,0.24624082,0
KW89_k141_1150594||full_vs2_10769,0.07660763,1.3854425,0,0,0,0,0.29332566,0,0.3737899,0.23377608,0.052131444,0.18495542,0.66393465,0.29898122,0.11074811,0.18497835,0.3407737,1.2443125,0.31869504,0.70056194,0,0.16760291,15.235166,0,0,0.25621295,0.3138986,0.5610337,0.036083885,0.063591756,0.09760587,0,0,0,0,0,0,0.3079711,0.09730194,1.1721987,0,0.063238785,0.03516022,0,0,0,0,0,0.02834286
KW89_k141_1046751||full_vs2_11949,0.103563584,0.26286858,0,0,0,0,0,0,0,0,0.1409499,0.5417441,0.4274065,0.089818634,0,0.33342233,0.15356062,0,0,0,0,2.1902483,12.805678,0,0,0.076970376,0,0.11236221,0.3252049,0,0,0.040791333,0,0,0,0,0,0,0,0.060368024,0,0,0,0,0,0,0,0.10992121,0.06385979
